                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    245,                 0.9922,                 0.3458,                0.74517,                 1.3898,                0.99547,                      1,                  0.995,                0.93203,                0.99547,                      1,                  0.995,                0.95096,                0.51646,                0.15813,                0.46408,                0.93508,              0.0097584,              0.0097584,              0.0097584
                    246,                0.90717,                0.36775,                0.73224,                 1.3645,                0.99434,                      1,                  0.995,                 0.9354,                0.99434,                      1,                  0.995,                0.90406,                0.47422,                0.23243,                0.44156,                0.94579,              0.0097575,              0.0097575,              0.0097575
                    247,                0.89417,                0.30967,                0.71137,                 1.3729,                0.99355,                      1,                  0.995,                0.95678,                0.99355,                      1,                  0.995,                0.95592,                0.40312,                0.19604,                0.39137,                0.88028,              0.0097565,              0.0097565,              0.0097565
                    248,                0.89229,                0.33941,                 0.7301,                 1.3568,                 0.9919,                      1,                  0.995,                0.93937,                 0.9919,                      1,                  0.995,                0.92455,                0.40299,                0.23576,                  0.431,                0.86962,              0.0097555,              0.0097555,              0.0097555
                    249,                0.94441,                0.34898,                0.75401,                 1.3688,                0.99246,                      1,                  0.995,                0.90268,                0.99246,                      1,                  0.995,                0.89945,                0.46421,                0.24148,                0.43856,                0.91534,              0.0097545,              0.0097545,              0.0097545
                    250,                0.83388,                0.32043,                0.66616,                 1.3109,                0.99208,                      1,                  0.995,                 0.9261,                0.99208,                      1,                  0.995,                0.88872,                0.45265,                0.24306,                0.40281,                0.90466,              0.0097535,              0.0097535,              0.0097535
                    251,                0.88729,                 0.3828,                0.75243,                 1.4132,                0.99103,                      1,                  0.995,                0.94746,                0.99103,                      1,                  0.995,                 0.9026,                0.40315,                0.19963,                0.42168,                0.86974,              0.0097525,              0.0097525,              0.0097525
                    252,                0.88162,                0.30277,                0.71914,                 1.3862,                0.98809,                      1,                  0.995,                0.94588,                0.98809,                      1,                  0.995,                0.86504,                0.42457,                0.22395,                 0.4144,                0.88577,              0.0097515,              0.0097515,              0.0097515
                    253,                0.99789,                0.30761,                0.71658,                 1.3931,                0.99218,                      1,                  0.995,                0.95416,                0.99218,                      1,                  0.995,                0.89172,                0.39743,                0.19973,                0.41722,                0.87356,              0.0097505,              0.0097505,              0.0097505
                    254,                0.85645,                0.31765,                 0.6972,                 1.3571,                 0.9924,                      1,                  0.995,                 0.9602,                 0.9924,                      1,                  0.995,                0.89559,                0.44292,                0.20324,                  0.406,                0.86664,              0.0097495,              0.0097495,              0.0097495
                    255,                0.91097,                0.39625,                0.78249,                 1.3899,                0.99247,                      1,                  0.995,                0.93044,                0.99247,                      1,                  0.995,                0.90205,                0.39168,                0.19216,                0.39025,                0.83054,              0.0097485,              0.0097485,              0.0097485
                    256,                0.93272,                0.32491,                0.75605,                 1.3785,                0.99203,                      1,                  0.995,                0.90962,                0.99203,                      1,                  0.995,                0.90533,                0.45189,                0.19598,                0.40436,                0.86607,              0.0097476,              0.0097476,              0.0097476
                    257,                0.96365,                0.33842,                0.77453,                 1.3782,                      1,                0.99713,                  0.995,                0.95095,                      1,                0.99713,                  0.995,                0.67422,                0.57121,                0.69331,                0.54225,                0.96047,              0.0097466,              0.0097466,              0.0097466
                    258,                 0.9889,                0.36053,                0.78964,                 1.4654,                  0.992,                      1,                  0.995,                0.93573,                  0.992,                      1,                  0.995,                0.74634,                0.59791,                0.38477,                0.50983,                0.96464,              0.0097456,              0.0097456,              0.0097456
                    259,                0.94791,                0.36628,                0.75533,                 1.4175,                0.99318,                      1,                  0.995,                0.96385,                0.99318,                      1,                  0.995,                0.87957,                0.40619,                0.20943,                0.42204,                0.85558,              0.0097446,              0.0097446,              0.0097446
                    260,                0.82894,                0.30889,                0.71206,                 1.3519,                0.96137,                   0.95,                0.99262,                0.95242,                0.96137,                   0.95,                0.99262,                0.96245,                0.47113,                0.15326,                0.47716,                0.91988,              0.0097436,              0.0097436,              0.0097436
                    261,                  0.835,                0.26501,                0.69138,                 1.2777,                 0.9455,                      1,                0.99262,                0.96782,                 0.9455,                      1,                0.99262,                 0.9029,                0.44074,                0.23006,                0.48651,                0.92007,              0.0097426,              0.0097426,              0.0097426
                    262,                0.91413,                0.29092,                0.76476,                 1.4019,                      1,                0.98123,                  0.995,                0.96062,                      1,                0.98123,                  0.995,                0.67467,                0.66903,                 1.0477,                0.63529,                 1.0365,              0.0097416,              0.0097416,              0.0097416
                    263,                 1.0021,                0.35815,                 0.8214,                 1.3833,                0.99813,                      1,                  0.995,                0.96788,                0.99813,                      1,                  0.995,                0.72159,                0.47521,                0.84745,                 0.4633,                0.90499,              0.0097406,              0.0097406,              0.0097406
                    264,                0.98742,                0.32137,                0.81738,                 1.4159,                0.99983,                      1,                  0.995,                0.97325,                0.99983,                      1,                  0.995,                0.68365,                0.57949,                 1.1844,                0.59076,                0.97349,              0.0097396,              0.0097396,              0.0097396
                    265,                0.87328,                0.45375,                0.75045,                 1.3106,                0.99466,                      1,                  0.995,                0.94262,                0.99466,                      1,                  0.995,                0.93475,                0.41883,                0.16515,                 0.3916,                0.89009,              0.0097386,              0.0097386,              0.0097386
                    266,                0.92872,                 0.3004,                0.76852,                 1.3713,                0.98784,                      1,                  0.995,                0.96922,                0.98784,                      1,                  0.995,                0.95098,                0.38502,                0.16599,                0.38736,                0.84938,              0.0097377,              0.0097377,              0.0097377
                    267,                0.87834,                 0.3326,                0.70321,                 1.3117,                0.98844,                      1,                  0.995,                0.98887,                0.98844,                      1,                  0.995,                 0.9595,                0.33195,                0.17016,                0.39138,                0.81992,              0.0097367,              0.0097367,              0.0097367
                    268,                0.80041,                0.30619,                0.63116,                 1.2581,                0.98635,                      1,                  0.995,                0.98027,                0.98635,                      1,                  0.995,                0.92999,                0.30873,                 0.1954,                0.36862,                0.81801,              0.0097357,              0.0097357,              0.0097357
                    269,                0.86688,                0.29996,                0.74419,                 1.3528,                0.99441,                      1,                  0.995,                0.98279,                0.99441,                      1,                  0.995,                  0.863,                0.35533,                0.27237,                 0.3616,                0.84829,              0.0097347,              0.0097347,              0.0097347
                    270,                 0.8729,                0.32931,                0.77708,                 1.3928,                0.99336,                      1,                  0.995,                0.93951,                0.99336,                      1,                  0.995,                0.93787,                0.40349,                0.18761,                0.39041,                0.88955,              0.0097337,              0.0097337,              0.0097337
                    271,                0.84148,                0.29727,                0.69506,                 1.3341,                0.99206,                      1,                  0.995,                0.96169,                0.99206,                      1,                  0.995,                0.94466,                0.36384,                0.18035,                0.41237,                0.85073,              0.0097327,              0.0097327,              0.0097327
                    272,                0.88998,                0.34598,                0.70424,                  1.344,                0.99098,                      1,                  0.995,                0.91395,                0.99098,                      1,                  0.995,                0.91536,                0.44225,                0.20311,                0.40671,                0.88401,              0.0097317,              0.0097317,              0.0097317
                    273,                0.80517,                0.32229,                0.62648,                 1.3037,                0.98143,                      1,                  0.995,                0.92479,                0.98143,                      1,                  0.995,                0.96926,                0.53168,                0.15563,                0.39318,                0.97835,              0.0097307,              0.0097307,              0.0097307
                    274,                 0.9979,                 0.3468,                0.82685,                 1.4392,                0.98247,                      1,                  0.995,                0.94851,                0.98247,                      1,                  0.995,                0.95415,                0.42506,                0.14969,                0.38333,                0.89233,              0.0097297,              0.0097297,              0.0097297
                    275,                  0.776,                0.31761,                0.61555,                 1.2285,                0.94735,                      1,                0.99262,                 0.9522,                0.94735,                      1,                0.99262,                0.95409,                 0.4143,                0.14288,                0.39362,                0.87806,              0.0097287,              0.0097287,              0.0097287
                    276,                0.87632,                0.42724,                0.70727,                 1.3284,                0.94499,                      1,                0.97833,                0.94801,                0.94499,                      1,                0.97833,                 0.9404,                0.37711,                0.14877,                0.44265,                0.83287,              0.0097278,              0.0097278,              0.0097278
                    277,                 1.0128,                0.38325,                0.82495,                 1.4454,                0.98126,                      1,                  0.995,                0.95157,                0.98126,                      1,                  0.995,                0.96946,                0.39292,                0.14943,                 0.3873,                0.82033,              0.0097268,              0.0097268,              0.0097268
                    278,                0.86745,                0.35445,                0.69442,                 1.2751,                0.98458,                      1,                  0.995,                0.91477,                0.98458,                      1,                  0.995,                0.94372,                0.48219,                0.15511,                0.37425,                0.90595,              0.0097258,              0.0097258,              0.0097258
                    279,                0.93477,                0.36294,                0.74472,                 1.3463,                0.98276,                      1,                  0.995,                0.96776,                0.98276,                      1,                  0.995,                0.96154,                0.42973,                 0.1495,                0.37563,                0.82411,              0.0097248,              0.0097248,              0.0097248
                    280,                0.82116,                0.33446,                0.68145,                 1.3227,                0.98291,                      1,                  0.995,                0.94768,                0.98291,                      1,                  0.995,                0.93028,                0.39794,                0.19304,                0.38608,                0.82413,              0.0097238,              0.0097238,              0.0097238
                    281,                0.85527,                 0.3676,                0.68736,                 1.3057,                0.97849,                      1,                  0.995,                0.96148,                0.97849,                      1,                  0.995,                0.89979,                0.36846,                0.22176,                0.40277,                0.79256,              0.0097228,              0.0097228,              0.0097228
                    282,                0.82286,                0.29674,                0.64281,                 1.2401,                0.97257,                      1,                  0.995,                0.96145,                0.97257,                      1,                  0.995,                0.91722,                0.43358,                0.17024,                0.43671,                0.82406,              0.0097218,              0.0097218,              0.0097218
                    283,                0.98391,                0.35201,                 0.7753,                 1.3604,                0.97401,                      1,                  0.995,                0.93874,                0.97401,                      1,                  0.995,                0.91664,                0.39721,                0.14852,                0.45392,                0.81091,              0.0097208,              0.0097208,              0.0097208
                    284,                0.83965,                0.39936,                0.66845,                 1.2903,                0.97302,                      1,                  0.995,                0.95559,                0.97302,                      1,                  0.995,                0.90794,                0.36688,                0.19296,                0.44941,                  0.813,              0.0097198,              0.0097198,              0.0097198
                    285,                0.90546,                0.30905,                0.67822,                 1.2876,                0.98788,                      1,                  0.995,                 0.9746,                0.98788,                      1,                  0.995,                0.83601,                0.40133,                 0.2848,                0.44355,                0.83822,              0.0097188,              0.0097188,              0.0097188
                    286,                0.85276,                0.33321,                0.68201,                 1.3001,                0.98679,                      1,                  0.995,                0.97526,                0.98679,                      1,                  0.995,                0.80742,                 0.3634,                0.36687,                0.51962,                0.80797,              0.0097179,              0.0097179,              0.0097179
                    287,                0.78182,                0.30291,                0.63999,                 1.2594,                0.98792,                      1,                  0.995,                0.96328,                0.98792,                      1,                  0.995,                 0.8172,                0.39255,                0.31182,                 0.4585,                0.81143,              0.0097169,              0.0097169,              0.0097169
                    288,                 0.8849,                0.36336,                0.71251,                 1.3519,                0.98961,                      1,                  0.995,                0.97457,                0.98961,                      1,                  0.995,                 0.8347,                0.36702,                0.29374,                0.38884,                  0.812,              0.0097159,              0.0097159,              0.0097159
                    289,                0.88059,                0.33561,                 0.7518,                 1.3119,                0.99045,                      1,                  0.995,                0.95674,                0.99045,                      1,                  0.995,                0.76393,                0.39549,                0.50173,                0.38439,                0.82148,              0.0097149,              0.0097149,              0.0097149
                    290,                0.86206,                0.34631,                0.69027,                 1.3083,                 0.9875,                      1,                  0.995,                0.96889,                 0.9875,                      1,                  0.995,                0.69841,                0.41641,                0.73302,                0.62277,                0.83608,              0.0097139,              0.0097139,              0.0097139
                    291,                0.75775,                0.27536,                 0.6254,                 1.2576,                0.97899,                      1,                  0.995,                0.98111,                0.97899,                      1,                  0.995,                0.63313,                0.57996,                0.97169,                  1.749,                0.94871,              0.0097129,              0.0097129,              0.0097129
                    292,                0.90138,                0.36043,                0.72516,                 1.3634,                 0.9788,                      1,                  0.995,                0.96799,                 0.9788,                      1,                  0.995,                0.62958,                0.57502,                 1.0812,                 1.6596,                0.94664,              0.0097119,              0.0097119,              0.0097119
                    293,                0.91417,                0.31583,                0.67335,                 1.3097,                0.98366,                      1,                  0.995,                0.96354,                0.98366,                      1,                  0.995,                 0.6918,                0.41352,                 0.5486,                0.95294,                0.84518,              0.0097109,              0.0097109,              0.0097109
                    294,                0.81811,                0.30919,                0.66244,                 1.3023,                 0.9853,                      1,                  0.995,                0.93644,                 0.9853,                      1,                  0.995,                0.85222,                0.41548,                0.23399,                 0.6943,                0.83504,              0.0097099,              0.0097099,              0.0097099
                    295,                0.96977,                0.33772,                  0.783,                 1.4088,                0.98777,                      1,                  0.995,                0.93841,                0.98777,                      1,                  0.995,                0.93561,                 0.4109,                0.16821,                0.72572,                0.84997,              0.0097089,              0.0097089,              0.0097089
                    296,                0.92681,                0.33044,                  0.764,                 1.4002,                 0.9878,                      1,                  0.995,                0.95239,                 0.9878,                      1,                  0.995,                0.95377,                0.41953,                0.15358,                 0.6103,                0.85948,               0.009708,               0.009708,               0.009708
                    297,                0.82257,                0.32636,                0.62973,                 1.2748,                0.98923,                      1,                  0.995,                0.95325,                0.98923,                      1,                  0.995,                0.94789,                0.40018,                0.18127,                0.46823,                0.87119,               0.009707,               0.009707,               0.009707
                    298,                0.80285,                0.29118,                0.65088,                 1.2666,                0.99113,                      1,                  0.995,                0.97155,                0.99113,                      1,                  0.995,                0.97605,                0.34537,                0.14905,                0.41618,                0.80335,               0.009706,               0.009706,               0.009706
                    299,                0.74518,                0.28897,                0.62286,                 1.2292,                0.99099,                      1,                  0.995,                0.95622,                0.99099,                      1,                  0.995,                0.97892,                0.34109,                0.12865,                0.34599,                0.81668,               0.009705,               0.009705,               0.009705
                    300,                0.75392,                0.28234,                0.58191,                 1.2258,                 0.9892,                      1,                  0.995,                0.98861,                 0.9892,                      1,                  0.995,                0.97156,                0.29612,                0.14318,                0.35961,                0.78846,               0.009704,               0.009704,               0.009704
                    301,                0.91223,                0.38098,                0.69946,                 1.3358,                0.99033,                      1,                  0.995,                0.93334,                0.99033,                      1,                  0.995,                0.90621,                0.34943,                0.23251,                0.33105,                0.82503,               0.009703,               0.009703,               0.009703
                    302,                0.86905,                0.34137,                0.72219,                  1.349,                0.98901,                      1,                  0.995,                0.97691,                0.98901,                      1,                  0.995,                0.93457,                0.33454,                 0.2117,                0.33587,                0.80903,               0.009702,               0.009702,               0.009702
                    303,                0.83447,                0.29205,                0.68548,                 1.3278,                0.98922,                      1,                  0.995,                0.98779,                0.98922,                      1,                  0.995,                0.98525,                0.31069,                0.13803,                0.34082,                  0.792,               0.009701,               0.009701,               0.009701
                    304,                0.83907,                0.29852,                0.72503,                  1.326,                0.98999,                      1,                  0.995,                0.97372,                0.98999,                      1,                  0.995,                0.96544,                0.34357,                0.13326,                0.33704,                  0.802,                 0.0097,                 0.0097,                 0.0097
                    305,                 0.8561,                0.34873,                0.72069,                 1.3168,                0.99058,                      1,                  0.995,                0.98302,                0.99058,                      1,                  0.995,                 0.9693,                0.33128,                0.12891,                0.36068,                0.81518,               0.009699,               0.009699,               0.009699
                    306,                0.76914,                0.28435,                0.63753,                 1.3203,                0.99204,                      1,                  0.995,                0.97483,                0.99204,                      1,                  0.995,                0.86297,                0.32457,                 0.3541,                0.35168,                0.80348,               0.009698,               0.009698,               0.009698
                    307,                0.74244,                0.31191,                0.61359,                 1.2475,                0.99315,                      1,                  0.995,                   0.99,                0.99315,                      1,                  0.995,                0.85595,                0.30066,                 0.3724,                0.34242,                 0.7872,              0.0096971,              0.0096971,              0.0096971
                    308,                0.86241,                0.37038,                 0.6703,                 1.2848,                0.99306,                      1,                  0.995,                0.97437,                0.99306,                      1,                  0.995,                 0.8657,                 0.3077,                 0.3698,                0.39605,                0.80717,              0.0096961,              0.0096961,              0.0096961
                    309,                0.86337,                0.29658,                0.65735,                 1.3069,                0.99255,                      1,                  0.995,                0.98821,                0.99255,                      1,                  0.995,                0.86676,                0.34936,                0.26521,                0.35023,                0.83771,              0.0096951,              0.0096951,              0.0096951
                    310,                0.76222,                0.27478,                0.61086,                 1.2236,                0.99318,                      1,                  0.995,                0.95974,                0.99318,                      1,                  0.995,                0.95564,                0.34899,                 0.1392,                0.34254,                0.82347,              0.0096941,              0.0096941,              0.0096941
                    311,                0.79357,                0.32304,                0.61742,                 1.2488,                0.99304,                      1,                  0.995,                0.98017,                0.99304,                      1,                  0.995,                0.94483,                0.31621,                0.14549,                0.35094,                0.80526,              0.0096931,              0.0096931,              0.0096931
                    312,                0.78368,                0.35953,                0.65816,                  1.272,                0.99318,                      1,                  0.995,                0.97624,                0.99318,                      1,                  0.995,                0.95852,                0.31803,                0.13279,                0.34576,                0.79495,              0.0096921,              0.0096921,              0.0096921
                    313,                0.90886,                0.33914,                0.70921,                 1.3357,                0.99536,                      1,                  0.995,                0.98314,                0.99536,                      1,                  0.995,                0.95749,                 0.3228,                0.14104,                0.34724,                0.81468,              0.0096911,              0.0096911,              0.0096911
                    314,                0.77013,                0.32978,                0.61983,                 1.2323,                0.99418,                      1,                  0.995,                0.98373,                0.99418,                      1,                  0.995,                0.96171,                0.33969,                0.14202,                0.35356,                0.81931,              0.0096901,              0.0096901,              0.0096901
                    315,                0.88707,                0.31398,                0.70138,                 1.3292,                0.99368,                      1,                  0.995,                0.96473,                0.99368,                      1,                  0.995,                0.93956,                0.38438,                 0.1489,                 0.3413,                0.85287,              0.0096891,              0.0096891,              0.0096891
                    316,                0.83793,                0.37007,                0.66275,                 1.2932,                0.99443,                      1,                  0.995,                0.96647,                0.99443,                      1,                  0.995,                0.95378,                 0.3738,                0.15695,                0.34993,                0.83451,              0.0096881,              0.0096881,              0.0096881
                    317,                0.74585,                 0.2536,                0.55664,                 1.2106,                0.99393,                      1,                  0.995,                0.97168,                0.99393,                      1,                  0.995,                0.96018,                0.33278,                0.14039,                0.34329,                0.76097,              0.0096872,              0.0096872,              0.0096872
                    318,                0.84454,                0.27958,                0.65623,                 1.2794,                 0.9934,                      1,                  0.995,                0.95933,                 0.9934,                      1,                  0.995,                0.93908,                0.36638,                0.14364,                 0.3453,                0.79569,              0.0096862,              0.0096862,              0.0096862
                    319,                0.83225,                0.34012,                0.70495,                 1.3286,                 0.9927,                      1,                  0.995,                0.97615,                 0.9927,                      1,                  0.995,                 0.8649,                0.36582,                0.22639,                0.34279,                0.78675,              0.0096852,              0.0096852,              0.0096852
                    320,                0.81869,                0.37884,                0.65578,                  1.298,                0.99276,                      1,                  0.995,                0.96017,                0.99276,                      1,                  0.995,                0.86315,                0.40196,                 0.2385,                0.36477,                0.80999,              0.0096842,              0.0096842,              0.0096842
                    321,                0.89523,                0.33852,                0.70454,                 1.3696,                0.99626,                      1,                  0.995,                0.95879,                0.99626,                      1,                  0.995,                0.82223,                0.43385,                0.33686,                0.38356,                0.84915,              0.0096832,              0.0096832,              0.0096832
                    322,                0.77154,                0.30804,                0.60972,                  1.247,                0.99451,                      1,                  0.995,                0.95157,                0.99451,                      1,                  0.995,                0.84177,                0.44362,                0.33134,                0.36705,                0.86643,              0.0096822,              0.0096822,              0.0096822
                    323,                0.73837,                0.29913,                0.59289,                 1.2083,                0.99449,                      1,                  0.995,                0.95213,                0.99449,                      1,                  0.995,                0.85261,                0.41842,                0.29758,                0.34717,                0.83613,              0.0096812,              0.0096812,              0.0096812
                    324,                0.82676,                0.32107,                 0.6995,                 1.3413,                0.99379,                      1,                  0.995,                0.96358,                0.99379,                      1,                  0.995,                0.89931,                0.41384,                0.24122,                0.37376,                0.84927,              0.0096802,              0.0096802,              0.0096802
                    325,                0.74391,                0.27864,                0.58312,                 1.2371,                0.99261,                      1,                  0.995,                0.96537,                0.99261,                      1,                  0.995,                 0.9403,                0.35989,                0.15621,                0.36177,                0.78659,              0.0096792,              0.0096792,              0.0096792
                    326,                0.76718,                0.30143,                0.61635,                 1.2804,                0.99146,                      1,                  0.995,                0.96855,                0.99146,                      1,                  0.995,                 0.8764,                0.35379,                0.22181,                0.37869,                0.77661,              0.0096783,              0.0096783,              0.0096783
                    327,                0.70298,                0.28775,                0.59884,                 1.2271,                  0.992,                      1,                  0.995,                0.98257,                  0.992,                      1,                  0.995,                0.77116,                0.31036,                0.40541,                0.34022,                0.75032,              0.0096773,              0.0096773,              0.0096773
                    328,                0.78473,                0.31394,                0.68345,                 1.2625,                  0.989,                      1,                  0.995,                0.97179,                  0.989,                      1,                  0.995,                0.80408,                0.37728,                0.33956,                0.36187,                0.78443,              0.0096763,              0.0096763,              0.0096763
                    329,                 0.8465,                0.37166,                0.72299,                 1.3081,                0.98748,                      1,                  0.995,                0.98101,                0.98748,                      1,                  0.995,                0.80513,                0.37146,                0.28737,                0.42821,                0.79685,              0.0096753,              0.0096753,              0.0096753
                    330,                0.71885,                0.28556,                0.61748,                 1.2302,                0.98202,                      1,                  0.995,                0.94287,                0.98202,                      1,                  0.995,                0.81702,                0.46602,                0.28699,                0.44149,                0.83525,              0.0096743,              0.0096743,              0.0096743
                    331,                0.79007,                0.32657,                0.64571,                 1.2642,                0.99006,                      1,                  0.995,                0.97862,                0.99006,                      1,                  0.995,                0.94891,                0.34598,                0.13874,                0.39943,                0.77767,              0.0096733,              0.0096733,              0.0096733
                    332,                0.77576,                0.27267,                0.61241,                 1.2387,                0.99065,                      1,                  0.995,                0.97335,                0.99065,                      1,                  0.995,                0.95463,                0.38875,                0.12681,                0.38827,                0.78622,              0.0096723,              0.0096723,              0.0096723
                    333,                0.88899,                0.34559,                0.81927,                 1.3639,                0.99276,                      1,                  0.995,                0.98835,                0.99276,                      1,                  0.995,                  0.978,                0.34282,                 0.1166,                0.47879,                0.77113,              0.0096713,              0.0096713,              0.0096713
                    334,                0.79301,                0.27597,                0.68764,                 1.2594,                0.99084,                      1,                  0.995,                0.98809,                0.99084,                      1,                  0.995,                0.98634,                0.31792,                0.12621,                0.41782,                0.76104,              0.0096703,              0.0096703,              0.0096703
                    335,                0.80904,                 0.3646,                0.72449,                 1.3022,                0.98874,                      1,                  0.995,                0.98834,                0.98874,                      1,                  0.995,                0.94388,                0.29946,                0.14327,                0.37825,                0.75389,              0.0096693,              0.0096693,              0.0096693
                    336,                0.79644,                0.35361,                 0.6863,                 1.2693,                0.98423,                      1,                  0.995,                0.98784,                0.98423,                      1,                  0.995,                0.82854,                0.30155,                0.23307,                0.36559,                0.73988,              0.0096684,              0.0096684,              0.0096684
                    337,                 0.7148,                0.26773,                0.58737,                 1.1936,                0.98489,                      1,                  0.995,                0.96872,                0.98489,                      1,                  0.995,                0.82955,                0.36615,                0.27666,                0.34203,                0.78146,              0.0096674,              0.0096674,              0.0096674
                    338,                0.75814,                0.31947,                0.59487,                 1.2539,                0.98977,                      1,                  0.995,                0.97035,                0.98977,                      1,                  0.995,                0.87119,                0.31741,                0.21817,                0.35967,                0.75463,              0.0096664,              0.0096664,              0.0096664
