                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    110,                 1.6945,                0.50802,                 1.4298,                 2.1687,                0.88329,                      1,                0.98045,                0.74092,                0.88329,                      1,                0.98045,                0.59488,                  1.313,                0.93979,                0.96804,                 1.9173,              0.0098921,              0.0098921,              0.0098921
                    111,                 1.6661,                0.49771,                 1.3824,                 2.1208,                      1,                0.94153,                0.98848,                0.70667,                      1,                0.94153,                0.98848,                0.65678,                 1.2048,                 1.2766,                 1.1335,                 1.8696,              0.0098911,              0.0098911,              0.0098911
                    112,                 1.6198,                0.51352,                 1.3942,                 2.1572,                      1,                0.99181,                  0.995,                0.81043,                      1,                0.99181,                  0.995,                0.64701,                  1.065,                 1.0953,                0.97515,                 1.7162,              0.0098901,              0.0098901,              0.0098901
                    113,                 1.6113,                0.44557,                 1.3319,                 2.0897,                      1,                0.97986,                  0.995,                0.79244,                      1,                0.97986,                  0.995,                0.82313,                0.90929,                0.29441,                 1.0163,                 1.5752,              0.0098891,              0.0098891,              0.0098891
                    114,                 1.6051,                0.49302,                 1.3045,                 1.9817,                0.94078,                   0.95,                  0.975,                0.79594,                0.94078,                   0.95,                  0.975,                0.84007,                0.87046,                 0.2179,                  1.079,                 1.5571,              0.0098881,              0.0098881,              0.0098881
                    115,                 1.5458,                0.35179,                 1.2432,                   1.99,                0.90231,                0.92427,                0.97497,                0.82826,                0.90231,                0.92427,                0.97497,                0.86738,                0.95171,                0.21022,                0.99299,                  1.541,              0.0098871,              0.0098871,              0.0098871
                    116,                 1.5244,                0.45813,                  1.238,                 1.9438,                0.98327,                   0.85,                 0.9757,                0.83429,                0.98327,                   0.85,                0.97722,                0.83475,                0.91499,                0.26007,                0.95953,                 1.5466,              0.0098861,              0.0098861,              0.0098861
                    117,                 1.4766,                0.45494,                 1.1833,                 1.9218,                 0.9481,                   0.95,                0.97954,                0.72182,                 0.9481,                   0.95,                0.97954,                0.79944,                 1.0199,                0.22337,                 1.3205,                 1.6121,              0.0098852,              0.0098852,              0.0098852
                    118,                 1.6069,                0.42578,                 1.3756,                  2.111,                0.98308,                   0.85,                0.97464,                0.82302,                0.98308,                   0.85,                0.97464,                0.85583,                0.80504,                0.24672,                0.90965,                 1.4676,              0.0098842,              0.0098842,              0.0098842
                    119,                 1.5654,                0.43897,                 1.2563,                 1.9667,                0.99211,                      1,                  0.995,                0.81387,                0.99211,                      1,                  0.995,                0.73906,                0.85863,                 0.5059,                0.79029,                 1.4449,              0.0098832,              0.0098832,              0.0098832
                    120,                 1.4886,                0.43605,                 1.1672,                  1.931,                0.99451,                      1,                  0.995,                0.84499,                0.99451,                      1,                  0.995,                0.66761,                 0.9854,                0.77799,                0.88538,                 1.4645,              0.0098822,              0.0098822,              0.0098822
                    121,                 1.6801,                0.44671,                 1.2232,                  2.024,                 0.9308,                      1,                 0.9831,                0.75923,                 0.9308,                      1,                 0.9831,                0.83345,                 0.9022,                0.28026,                0.97497,                 1.4721,              0.0098812,              0.0098812,              0.0098812
                    122,                 1.3952,                0.42265,                 1.1151,                 1.8824,                0.90067,                0.90704,                0.97728,                0.82142,                0.90067,                0.90704,                0.97728,                0.86682,                0.87012,                0.26167,                0.92824,                 1.4332,              0.0098802,              0.0098802,              0.0098802
                    123,                 1.4123,                 0.4307,                 1.1761,                 1.8788,                0.89536,                    0.9,                0.96996,                0.74373,                0.89536,                    0.9,                0.96996,                0.73944,                 1.0227,                0.39038,                 1.0293,                 1.5703,              0.0098792,              0.0098792,              0.0098792
                    124,                 1.4508,                0.42073,                 1.1876,                 1.8961,                0.97005,                      1,                  0.995,                0.83094,                0.97005,                      1,                  0.995,                0.79467,                0.83542,                 0.4085,                0.81752,                  1.429,              0.0098782,              0.0098782,              0.0098782
                    125,                 1.4884,                0.42281,                 1.2097,                 1.9187,                0.94271,                      1,                0.99024,                0.84193,                0.94271,                      1,                0.99024,                0.85457,                0.79904,                0.29008,                0.81497,                 1.4134,              0.0098772,              0.0098772,              0.0098772
                    126,                 1.3905,                0.49392,                 1.1538,                 1.8772,                0.96577,                   0.95,                0.98848,                0.84483,                0.96577,                   0.95,                0.98848,                0.65586,                 1.1597,                0.94624,                 1.2899,                  1.588,              0.0098763,              0.0098763,              0.0098763
                    127,                  1.393,                0.40464,                 1.1228,                 1.8286,                0.94895,                0.93005,                0.99024,                0.81149,                0.94895,                0.93005,                0.99024,                0.65165,                 1.3401,                0.90792,                 1.0589,                 1.7283,              0.0098753,              0.0098753,              0.0098753
                    128,                    1.5,                0.50498,                 1.1841,                 1.9029,                0.86907,                   0.95,                0.98108,                  0.844,                0.86907,                   0.95,                0.98108,                0.64742,                 1.0867,                0.88423,                0.89288,                 1.5263,              0.0098743,              0.0098743,              0.0098743
                    129,                 1.5075,                  0.446,                 1.3072,                 1.9347,                0.94961,                      1,                0.98786,                0.85588,                0.94961,                      1,                0.98786,                0.66901,                 1.0235,                0.63642,                 0.7352,                 1.4872,              0.0098733,              0.0098733,              0.0098733
                    130,                 1.3245,                0.38734,                 1.0958,                 1.8367,                0.98222,                      1,                  0.995,                0.80939,                0.98222,                      1,                  0.995,                0.69699,                0.93595,                0.84129,                 0.8775,                 1.5309,              0.0098723,              0.0098723,              0.0098723
                    131,                 1.3858,                0.42306,                 1.0776,                 1.7993,                0.99618,                      1,                  0.995,                0.85131,                0.99618,                      1,                  0.995,                0.67697,                0.86512,                 1.0538,                 1.1183,                 1.4342,              0.0098713,              0.0098713,              0.0098713
                    132,                 1.3189,                0.41705,                 1.0542,                 1.7853,                      1,                0.99916,                  0.995,                0.80848,                      1,                0.99916,                  0.995,                0.69586,                0.93918,                  1.108,                 1.0298,                 1.4977,              0.0098703,              0.0098703,              0.0098703
                    133,                 1.2883,                0.44643,                 1.0445,                 1.7316,                0.98388,                      1,                  0.995,                0.89256,                0.98388,                      1,                  0.995,                0.77009,                0.70558,                 0.3916,                0.67475,                 1.3345,              0.0098693,              0.0098693,              0.0098693
                    134,                 1.2802,                0.35203,                 1.0589,                 1.7724,                0.99109,                      1,                  0.995,                 0.8708,                0.99109,                      1,                  0.995,                0.90197,                0.62292,                0.24239,                 0.6265,                  1.288,              0.0098683,              0.0098683,              0.0098683
                    135,                  1.276,                0.43368,                 1.0188,                 1.7394,                0.94888,                      1,                0.99262,                0.83273,                0.94888,                      1,                0.99262,                0.88688,                0.75344,                0.28201,                0.60376,                 1.3556,              0.0098673,              0.0098673,              0.0098673
                    136,                 1.3213,                0.44547,                  1.047,                 1.8095,                      1,                0.99653,                  0.995,                0.80534,                      1,                0.99653,                  0.995,                 0.7008,                0.90771,                0.52574,                0.74914,                   1.48,              0.0098664,              0.0098664,              0.0098664
                    137,                 1.3719,                0.49617,                 1.0634,                 1.8242,                0.99358,                      1,                  0.995,                0.83427,                0.99358,                      1,                  0.995,                 0.7219,                0.80482,                0.89027,                0.68323,                 1.3573,              0.0098654,              0.0098654,              0.0098654
                    138,                 1.3035,                0.40772,                  1.077,                 1.8331,                0.99557,                      1,                  0.995,                0.91243,                0.99557,                      1,                  0.995,                 0.6785,                0.87997,                0.99401,                0.63318,                 1.3495,              0.0098644,              0.0098644,              0.0098644
                    139,                 1.2882,                0.42428,                 1.0697,                  1.735,                0.99563,                      1,                  0.995,                0.87661,                0.99563,                      1,                  0.995,                0.71354,                0.67512,                 0.7988,                0.54462,                 1.2197,              0.0098634,              0.0098634,              0.0098634
                    140,                 1.3824,                 0.4549,                 1.1631,                 1.8021,                0.99647,                      1,                  0.995,                0.88619,                0.99647,                      1,                  0.995,                0.79536,                0.71251,                0.39318,                 0.5804,                 1.2201,              0.0098624,              0.0098624,              0.0098624
                    141,                 1.3829,                0.45921,                 1.1448,                 1.8243,                 0.9971,                      1,                  0.995,                0.82247,                 0.9971,                      1,                  0.995,                 0.7455,                 0.7343,                0.40548,                0.59998,                 1.2994,              0.0098614,              0.0098614,              0.0098614
                    142,                 1.3338,                0.42117,                 1.0472,                 1.7505,                0.99953,                      1,                  0.995,                0.90725,                0.99953,                      1,                  0.995,                0.67418,                0.68114,                0.77274,                0.58944,                 1.2125,              0.0098604,              0.0098604,              0.0098604
                    143,                 1.3552,                0.44114,                 1.0748,                 1.7891,                0.99257,                      1,                  0.995,                0.87977,                0.99257,                      1,                  0.995,                0.73556,                0.68522,                0.95381,                0.73871,                  1.223,              0.0098594,              0.0098594,              0.0098594
                    144,                 1.3403,                0.44071,                 1.0909,                 1.7383,                0.94557,                      1,                0.99262,                0.94155,                0.94557,                      1,                0.99262,                0.64994,                0.65544,                0.88355,                0.74452,                 1.1993,              0.0098584,              0.0098584,              0.0098584
                    145,                 1.3485,                0.44289,                 1.0869,                  1.835,                0.94776,                      1,                0.99262,                0.90854,                0.94776,                      1,                0.99262,                0.86302,                0.56739,                0.26397,                0.61925,                 1.1677,              0.0098574,              0.0098574,              0.0098574
                    146,                 1.2145,                0.36461,                0.96694,                 1.6857,                0.98737,                      1,                  0.995,                0.86739,                0.98737,                      1,                  0.995,                0.86306,                0.66067,                0.23705,                0.63185,                  1.209,              0.0098565,              0.0098565,              0.0098565
                    147,                 1.3456,                0.45947,                 1.0977,                 1.7715,                0.99133,                      1,                  0.995,                0.83753,                0.99133,                      1,                  0.995,                0.80028,                0.76944,                0.30247,                 0.5966,                 1.3066,              0.0098555,              0.0098555,              0.0098555
                    148,                 1.3011,                0.46042,                0.99556,                 1.7578,                0.99207,                      1,                  0.995,                0.86256,                0.99207,                      1,                  0.995,                0.84454,                0.73418,                0.26156,                 0.5634,                 1.2765,              0.0098545,              0.0098545,              0.0098545
                    149,                 1.3525,                0.40002,                 1.0768,                 1.7661,                0.99396,                      1,                  0.995,                0.88545,                0.99396,                      1,                  0.995,                0.87155,                0.64522,                0.26106,                0.60891,                 1.2502,              0.0098535,              0.0098535,              0.0098535
                    150,                 1.3154,                0.40792,                 1.0772,                 1.7763,                0.99364,                      1,                  0.995,                0.88037,                0.99364,                      1,                  0.995,                0.84713,                0.67978,                0.28193,                0.65482,                 1.2141,              0.0098525,              0.0098525,              0.0098525
                    151,                 1.2172,                 0.4321,                0.95737,                 1.6443,                0.99569,                      1,                  0.995,                0.89559,                0.99569,                      1,                  0.995,                0.84738,                0.69719,                0.27329,                0.60197,                 1.1845,              0.0098515,              0.0098515,              0.0098515
                    152,                 1.1759,                0.42344,                0.96338,                  1.641,                0.99339,                      1,                  0.995,                0.93968,                0.99339,                      1,                  0.995,                0.71765,                0.58065,                0.53099,                0.60616,                 1.0862,              0.0098505,              0.0098505,              0.0098505
                    153,                 1.1911,                0.39536,                 0.9334,                 1.6237,                0.99543,                      1,                  0.995,                0.94166,                0.99543,                      1,                  0.995,                0.67051,                 0.7575,                0.62501,                 0.5653,                 1.1985,              0.0098495,              0.0098495,              0.0098495
                    154,                 1.1957,                0.36199,                0.91132,                  1.638,                 0.9963,                      1,                  0.995,                0.89915,                 0.9963,                      1,                  0.995,                0.73069,                0.71593,                0.48457,                0.64313,                 1.2014,              0.0098485,              0.0098485,              0.0098485
                    155,                  1.236,                0.38441,                0.98971,                 1.6672,                0.94291,                      1,                0.99262,                0.94175,                0.94291,                      1,                0.99262,                0.65795,                0.78745,                0.60931,                0.83017,                 1.2313,              0.0098475,              0.0098475,              0.0098475
                    156,                 1.2199,                0.42321,                0.92621,                 1.6724,                      1,                0.99846,                  0.995,                0.88406,                      1,                0.99846,                  0.995,                 0.8682,                0.68896,                0.21817,                0.88564,                 1.1965,              0.0098466,              0.0098466,              0.0098466
                    157,                 1.1026,                0.39837,                0.94132,                 1.6103,                0.99583,                      1,                  0.995,                0.91347,                0.99583,                      1,                  0.995,                0.87541,                 0.5891,                0.25429,                0.53793,                 1.0924,              0.0098456,              0.0098456,              0.0098456
                    158,                 1.1912,                 0.4714,                0.96999,                 1.5993,                0.99468,                      1,                  0.995,                0.87643,                0.99468,                      1,                  0.995,                0.88572,                0.53663,                0.27055,                0.52616,                 1.0752,              0.0098446,              0.0098446,              0.0098446
                    159,                 1.2329,                0.38568,                 0.9855,                 1.6348,                0.99416,                      1,                  0.995,                0.88207,                0.99416,                      1,                  0.995,                0.89355,                0.57438,                0.24182,                 0.5248,                 1.0822,              0.0098436,              0.0098436,              0.0098436
                    160,                 1.2572,                 0.4263,                 1.0159,                 1.6301,                0.99735,                      1,                  0.995,                0.85629,                0.99735,                      1,                  0.995,                0.81279,                0.60674,                0.32178,                0.61671,                  1.156,              0.0098426,              0.0098426,              0.0098426
                    161,                 1.1025,                0.40331,                0.97748,                 1.5914,                0.99302,                      1,                  0.995,                0.91257,                0.99302,                      1,                  0.995,                0.75659,                0.56729,                0.48973,                0.64223,                 1.1054,              0.0098416,              0.0098416,              0.0098416
                    162,                 1.2527,                0.43065,                 1.0109,                 1.6959,                 0.9913,                      1,                  0.995,                0.89434,                 0.9913,                      1,                  0.995,                0.81554,                0.66687,                0.35078,                0.62634,                   1.16,              0.0098406,              0.0098406,              0.0098406
                    163,                 1.1994,                0.35122,                0.99169,                 1.6665,                0.99095,                      1,                  0.995,                0.90419,                0.99095,                      1,                  0.995,                0.63262,                0.83162,                0.93742,                0.73291,                  1.266,              0.0098396,              0.0098396,              0.0098396
                    164,                 1.2503,                0.44039,                0.95186,                 1.5923,                 0.9937,                      1,                  0.995,                0.90138,                 0.9937,                      1,                  0.995,                0.62179,                0.85121,                 1.2688,                0.87816,                 1.3024,              0.0098386,              0.0098386,              0.0098386
                    165,                 1.1682,                0.34732,                0.90535,                 1.5912,                0.99204,                      1,                  0.995,                0.89376,                0.99204,                      1,                  0.995,                0.64122,                0.92689,                 1.1235,                0.86492,                 1.3391,              0.0098376,              0.0098376,              0.0098376
                    166,                   1.15,                0.41686,                0.96093,                  1.584,                0.99156,                      1,                  0.995,                0.88437,                0.99156,                      1,                  0.995,                0.66812,                0.75414,                0.79926,                0.72082,                 1.2465,              0.0098367,              0.0098367,              0.0098367
                    167,                 1.2557,                0.42393,                 1.0017,                 1.6632,                0.99014,                      1,                  0.995,                0.93037,                0.99014,                      1,                  0.995,                0.81906,                 0.6511,                0.35648,                0.57417,                 1.1259,              0.0098357,              0.0098357,              0.0098357
                    168,                 1.2909,                0.36534,                 0.9905,                 1.6992,                0.97612,                      1,                  0.995,                0.86799,                0.97612,                      1,                  0.995,                0.73643,                0.66119,                0.55823,                0.66706,                 1.1402,              0.0098347,              0.0098347,              0.0098347
                    169,                 1.1762,                0.41651,                0.98928,                  1.632,                  0.993,                      1,                  0.995,                0.91604,                  0.993,                      1,                  0.995,                0.91134,                0.52987,                0.23979,                0.56933,                 1.0154,              0.0098337,              0.0098337,              0.0098337
                    170,                 1.1328,                0.40753,                 0.9686,                 1.5697,                0.98482,                      1,                  0.995,                0.89117,                0.98482,                      1,                  0.995,                0.72401,                0.67542,                0.64006,                0.60548,                  1.158,              0.0098327,              0.0098327,              0.0098327
                    171,                 1.1052,                0.35992,                0.87392,                 1.5643,                0.98668,                      1,                  0.995,                0.93588,                0.98668,                      1,                  0.995,                0.80949,                0.59277,                0.37931,                0.60532,                  1.057,              0.0098317,              0.0098317,              0.0098317
                    172,                 1.0978,                0.36996,                0.88429,                 1.5762,                0.99293,                      1,                  0.995,                0.89228,                0.99293,                      1,                  0.995,                 0.8891,                 0.6488,                0.20336,                0.60836,                 1.1231,              0.0098307,              0.0098307,              0.0098307
                    173,                 1.2659,                0.40557,                 1.0446,                 1.6188,                 0.9935,                      1,                  0.995,                0.91618,                 0.9935,                      1,                  0.995,                0.90221,                0.53041,                0.24911,                0.64454,                 1.0262,              0.0098297,              0.0098297,              0.0098297
                    174,                 1.1189,                0.32055,                0.94325,                 1.5707,                0.99492,                      1,                  0.995,                0.94814,                0.99492,                      1,                  0.995,                0.91456,                0.47795,                0.24104,                 0.5301,                0.95837,              0.0098287,              0.0098287,              0.0098287
                    175,                 1.1192,                0.32711,                0.96502,                 1.5942,                0.99504,                      1,                  0.995,                0.93026,                0.99504,                      1,                  0.995,                0.71754,                0.51591,                0.74147,                0.54089,                0.97788,              0.0098277,              0.0098277,              0.0098277
                    176,                 1.0797,                  0.375,                0.93204,                 1.5445,                 0.9896,                      1,                  0.995,                0.88547,                 0.9896,                      1,                  0.995,                0.68595,                0.75662,                0.76935,                0.67178,                 1.1533,              0.0098268,              0.0098268,              0.0098268
                    177,                 1.1686,                0.40316,                0.97562,                 1.6387,                0.99583,                      1,                  0.995,                0.87925,                0.89606,                    0.9,                0.90247,                0.46482,                 0.6541,                 0.8492,                0.50995,                 1.0864,              0.0098258,              0.0098258,              0.0098258
                    178,                 1.1933,                0.40927,                0.92137,                  1.647,                0.99587,                      1,                  0.995,                0.91847,                0.94598,                   0.95,                0.97321,                 0.4641,                0.52267,                0.76545,                0.51216,                0.99267,              0.0098248,              0.0098248,              0.0098248
                    179,                 1.0108,                0.34629,                0.84689,                 1.5311,                0.99367,                      1,                  0.995,                0.93019,                0.94399,                   0.95,                0.98295,                0.56333,                0.50122,                0.65978,                0.49619,                0.98319,              0.0098238,              0.0098238,              0.0098238
                    180,                 1.1368,                0.39876,                0.88425,                 1.5659,                0.99199,                      1,                  0.995,                0.92843,                0.99199,                      1,                  0.995,                 0.7129,                0.54629,                0.55546,                0.51083,                 1.0187,              0.0098228,              0.0098228,              0.0098228
                    181,                 1.1601,                0.37444,                0.89337,                 1.5876,                0.99275,                      1,                  0.995,                 0.9082,                0.99275,                      1,                  0.995,                0.78007,                0.62228,                0.41719,                0.52371,                 1.1041,              0.0098218,              0.0098218,              0.0098218
                    182,                 1.0783,                0.37022,                 0.9091,                 1.5543,                0.99743,                      1,                  0.995,                0.92736,                0.99743,                      1,                  0.995,                0.77795,                 0.5633,                0.38148,                 0.5266,                 1.0416,              0.0098208,              0.0098208,              0.0098208
                    183,                 1.0632,                0.35452,                0.82695,                 1.4767,                0.99504,                      1,                  0.995,                0.93139,                0.99504,                      1,                  0.995,                0.90758,                0.53836,                0.25488,                0.49678,                 1.0757,              0.0098198,              0.0098198,              0.0098198
                    184,                 1.0138,                0.29151,                0.76239,                 1.4874,                0.98467,                      1,                  0.995,                0.93673,                0.98467,                      1,                  0.995,                0.93063,                0.51404,                 0.2082,                0.49628,                 1.0069,              0.0098188,              0.0098188,              0.0098188
                    185,                 1.1908,                0.40821,                0.97478,                 1.6156,                0.99627,                      1,                  0.995,                0.94503,                0.99627,                      1,                  0.995,                0.75471,                0.47358,                0.37718,                0.43861,                 0.9951,              0.0098178,              0.0098178,              0.0098178
                    186,                 1.1565,                0.45103,                0.93658,                 1.6133,                0.99643,                      1,                  0.995,                0.94978,                0.99643,                      1,                  0.995,                0.84814,                0.49999,                0.21267,                0.45335,                0.99023,              0.0098169,              0.0098169,              0.0098169
                    187,                 1.0313,                0.40145,                0.83985,                 1.4411,                 0.9949,                      1,                  0.995,                0.92209,                 0.9949,                      1,                  0.995,                 0.9052,                0.56946,                0.17494,                0.45394,                 1.0832,              0.0098159,              0.0098159,              0.0098159
                    188,                 1.1477,                0.41864,                0.93223,                 1.6052,                0.99683,                      1,                  0.995,                0.88702,                0.99683,                      1,                  0.995,                 0.8936,                0.80515,                 0.2273,                0.53511,                 1.1955,              0.0098149,              0.0098149,              0.0098149
                    189,                 1.0985,                0.34288,                0.92147,                 1.5013,                0.99626,                      1,                  0.995,                0.93213,                0.99626,                      1,                  0.995,                0.80687,                0.64618,                0.31094,                0.51555,                 1.1018,              0.0098139,              0.0098139,              0.0098139
                    190,                 1.0788,                0.38499,                0.88376,                 1.5234,                0.98989,                      1,                  0.995,                0.92347,                0.98989,                      1,                  0.995,                0.78959,                0.66542,                0.34549,                0.48812,                 1.1275,              0.0098129,              0.0098129,              0.0098129
                    191,                   1.11,                0.41131,                0.88683,                 1.5251,                0.99285,                      1,                  0.995,                0.93981,                0.99285,                      1,                  0.995,                0.71484,                0.71044,                0.55175,                0.50762,                 1.2201,              0.0098119,              0.0098119,              0.0098119
                    192,                0.98045,                0.34103,                0.79766,                 1.4647,                0.99232,                      1,                  0.995,                0.92401,                0.99232,                      1,                  0.995,                0.88018,                0.67249,                0.18179,                    0.5,                 1.2127,              0.0098109,              0.0098109,              0.0098109
                    193,                0.97786,                0.36628,                0.82652,                 1.4678,                0.99258,                      1,                  0.995,                0.93711,                0.99258,                      1,                  0.995,                0.76727,                0.72307,                0.36999,                0.55713,                 1.1371,              0.0098099,              0.0098099,              0.0098099
                    194,                 1.0763,                0.37767,                0.85968,                  1.562,                0.99454,                      1,                  0.995,                0.95057,                0.99454,                      1,                  0.995,                0.66493,                0.68383,                0.66302,                0.68862,                 1.0725,              0.0098089,              0.0098089,              0.0098089
                    195,                 1.0844,                0.43295,                0.81369,                 1.4756,                0.99452,                      1,                  0.995,                0.94358,                0.99452,                      1,                  0.995,                0.64955,                0.70355,                0.70835,                0.76003,                 1.0879,              0.0098079,              0.0098079,              0.0098079
                    196,                 1.1049,                0.38255,                0.83966,                 1.5439,                0.99285,                      1,                  0.995,                 0.9537,                0.99285,                      1,                  0.995,                0.65969,                 0.6311,                0.62629,                0.69464,                 1.0342,               0.009807,               0.009807,               0.009807
                    197,                 1.0687,                0.38389,                0.86125,                 1.5333,                0.98962,                      1,                  0.995,                0.95298,                0.98962,                      1,                  0.995,                0.75936,                0.71706,                0.36452,                0.76358,                 1.1012,               0.009806,               0.009806,               0.009806
                    198,                 1.0531,                0.33672,                0.87654,                 1.5229,                0.99008,                      1,                  0.995,                0.94735,                0.99008,                      1,                  0.995,                 0.9013,                0.57522,                0.22188,                0.51197,                 1.0084,               0.009805,               0.009805,               0.009805
                    199,                0.97512,                0.34418,                0.75336,                 1.4345,                0.99088,                      1,                  0.995,                 0.9097,                0.99088,                      1,                  0.995,                0.92047,                 0.6578,                0.17725,                0.46827,                 1.1395,               0.009804,               0.009804,               0.009804
                    200,                 1.0837,                0.38556,                0.90063,                 1.5316,                0.99326,                      1,                  0.995,                0.92244,                0.99326,                      1,                  0.995,                0.94789,                0.65104,                0.15824,                0.46871,                 1.0579,               0.009803,               0.009803,               0.009803
                    201,                 1.0257,                0.36567,                0.87043,                 1.5071,                0.99381,                      1,                  0.995,                0.94145,                0.99381,                      1,                  0.995,                0.93417,                0.46224,                 0.1741,                0.47979,                0.91076,               0.009802,               0.009802,               0.009802
                    202,                 1.0371,                0.38806,                0.84093,                 1.4791,                0.99346,                      1,                  0.995,                0.94968,                0.99346,                      1,                  0.995,                0.92437,                0.43598,                0.18997,                0.42842,                0.92556,               0.009801,               0.009801,               0.009801
                    203,                0.97121,                0.37857,                0.80675,                 1.4402,                0.99446,                      1,                  0.995,                0.95628,                0.99446,                      1,                  0.995,                0.91921,                0.37655,                0.18989,                 0.4206,                0.87354,                 0.0098,                 0.0098,                 0.0098
